,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
10,03/16/10,-24.954676249933605,-24.506927322267863,-26.079495130058206,-24.616964312426973,-24.749006296341147,-23.955273099205503,0.0001627140736673027,8.135703683365135e-05,8.135703683365135e-05,0.00012203555525047705,0.0001016962924040854,0.0001830533292377368,0.0002033925848081708,2.0339259208412838e-05,0.00012203555525047705,4.0678518416825675e-05,0.0001627140736673027,8.135703683365135e-05,0.0001627140736673027,0.00014237481809686867,8.135703683365135e-05,6.101777762523852e-05,0.0001016962924040854,6.101777762523852e-05,6.101777762523852e-05,2.0339259208412838e-05,8.135703683365135e-05,0.00012203555525047705,0.0,8.135703683365135e-05,4.0678518416825675e-05,6.101777762523852e-05,0.00012203555525047705
11,03/22/10,-26.644257818280238,-26.50860595181585,-25.35135121796234,-26.307283250070967,-26.736355348319552,-26.114749172960753,0.00012203555525047705,8.135703683365135e-05,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,0.0002033925848081708,4.0678518416825675e-05,8.135703683365135e-05,0.00012203555525047705,2.0339259208412838e-05,6.101777762523852e-05,4.0678518416825675e-05,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,0.00014237481809686867,8.135703683365135e-05,4.0678518416825675e-05,0.0,8.135703683365135e-05,4.0678518416825675e-05,0.0,6.101777762523852e-05,2.0339259208412838e-05,6.101777762523852e-05,4.0678518416825675e-05
12,04/05/10,-31.468774921954264,-31.201217445147478,-20.02863016055561,-31.21447240249273,-31.42818648980785,-30.108879466959703,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,2.0339259208412838e-05,0.0001830533292377368,0.00014237481809686867,8.135703683365135e-05,0.00012203555525047705,0.00014237481809686867,8.135703683365135e-05,0.00014237481809686867,4.0678518416825675e-05,0.0001627140736673027,6.101777762523852e-05,4.0678518416825675e-05,2.0339259208412838e-05,0.0001830533292377368,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,4.0678518416825675e-05,6.101777762523852e-05,6.101777762523852e-05,8.135703683365135e-05,2.0339259208412838e-05
13,04/08/10,-167.41919138047103,-168.92079035485557,-6610692.725976156,-166.3466454866277,-167.85015577397445,-171.98421183146647,8.135703683365135e-05,0.00014237481809686867,0.00014237481809686867,0.0001627140736673027,8.135703683365135e-05,0.00014237481809686867,6.101777762523852e-05,0.0002033925848081708,0.00014237481809686867,2.0339259208412838e-05,0.0001627140736673027,6.101777762523852e-05,0.0001016962924040854,0.00012203555525047705,0.0001016962924040854,6.101777762523852e-05,0.0001627140736673027,0.0001016962924040854,6.101777762523852e-05,4.0678518416825675e-05,6.101777762523852e-05,8.135703683365135e-05,6.101777762523852e-05,8.135703683365135e-05,4.0678518416825675e-05,6.101777762523852e-05,4.0678518416825675e-05
14,04/19/10,-35.401191383672135,-34.48334856788085,-39.84840138752392,-34.374987183574895,-34.8155847167716,-34.634760413796826,8.135703683365135e-05,0.00012203555525047705,0.0001016962924040854,8.135703683365135e-05,4.0678518416825675e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,0.00012203555525047705,2.0339259208412838e-05,6.101777762523852e-05,0.0,0.00012203555525047705,4.0678518416825675e-05,4.0678518416825675e-05,2.0339259208412838e-05,2.0339259208412838e-05,4.0678518416825675e-05,4.0678518416825675e-05,0.0,6.101777762523852e-05,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,0.0
15,04/28/10,-142.52567579073312,-143.56651337960426,-4321183.166214761,-141.0437461888521,-142.41650878452077,-145.6383839240746,0.0002033925848081708,0.00012203555525047705,0.0001627140736673027,0.0001016962924040854,0.0,8.135703683365135e-05,6.101777762523852e-05,0.00012203555525047705,0.00012203555525047705,0.00012203555525047705,8.135703683365135e-05,6.101777762523852e-05,6.101777762523852e-05,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,4.0678518416825675e-05,4.0678518416825675e-05,0.00014237481809686867,4.0678518416825675e-05,2.0339259208412838e-05,4.0678518416825675e-05,0.00012203555525047705,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,0.0
16,05/03/10,-38.554506406303744,-38.232684701735394,-30.766518552419612,-38.3836694713705,-38.52430016767827,-38.45851849667291,0.0002033925848081708,2.0339259208412838e-05,2.0339259208412838e-05,0.00012203555525047705,2.0339259208412838e-05,8.135703683365135e-05,0.0001016962924040854,6.101777762523852e-05,2.0339259208412838e-05,6.101777762523852e-05,0.0001016962924040854,4.0678518416825675e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05,2.0339259208412838e-05,0.0,0.0,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,0.0,0.00014237481809686867,2.0339259208412838e-05,2.0339259208412838e-05,2.0339259208412838e-05
17,05/04/10,-137.17474296445897,-137.60432273444135,-4730458.225832402,-134.77694396388983,-136.60012712139624,-138.2491766799764,0.0001016962924040854,8.135703683365135e-05,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,8.135703683365135e-05,6.101777762523852e-05,8.135703683365135e-05,0.00012203555525047705,6.101777762523852e-05,4.0678518416825675e-05,0.0,4.0678518416825675e-05,2.0339259208412838e-05,8.135703683365135e-05,4.0678518416825675e-05,4.0678518416825675e-05,0.0001016962924040854,0.00012203555525047705,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05,0.00012203555525047705,2.0339259208412838e-05,4.0678518416825675e-05,4.0678518416825675e-05,0.0
18,05/06/10,-134.00606361824816,-134.40795991270605,-4278282.996274936,-131.7910475174235,-133.45038734209493,-133.73691673028875,0.0001016962924040854,2.0339259208412838e-05,8.135703683365135e-05,0.0001830533292377368,0.00012203555525047705,0.00014237481809686867,6.101777762523852e-05,0.0001627140736673027,0.00014237481809686867,8.135703683365135e-05,0.00012203555525047705,4.0678518416825675e-05,0.0001627140736673027,6.101777762523852e-05,6.101777762523852e-05,0.0001016962924040854,0.00012203555525047705,0.0001016962924040854,6.101777762523852e-05,0.0,4.0678518416825675e-05,6.101777762523852e-05,0.0001016962924040854,6.101777762523852e-05,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05
19,05/10/10,-134.5861486516188,-130.07800311761494,-3450239.2269276576,-130.4781562430652,-129.85783356897875,-130.0102889053087,6.101777762523852e-05,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,0.0001016962924040854,0.0001627140736673027,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05,6.101777762523852e-05,0.0001016962924040854,0.0,8.135703683365135e-05,8.135703683365135e-05,8.135703683365135e-05,2.0339259208412838e-05,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,6.101777762523852e-05,4.0678518416825675e-05,2.0339259208412838e-05,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05
20,05/11/10,-39.6867449003072,-40.926812185946694,-49.91020271376049,-40.290101482197095,-40.964858933545,-39.663093839142675,0.0001016962924040854,6.101777762523852e-05,8.135703683365135e-05,0.0001016962924040854,8.135703683365135e-05,0.00012203555525047705,6.101777762523852e-05,0.00012203555525047705,0.00012203555525047705,0.00012203555525047705,8.135703683365135e-05,4.0678518416825675e-05,0.0001016962924040854,4.0678518416825675e-05,0.0001016962924040854,4.0678518416825675e-05,8.135703683365135e-05,0.00012203555525047705,0.0001830533292377368,2.0339259208412838e-05,2.0339259208412838e-05,6.101777762523852e-05,6.101777762523852e-05,0.00012203555525047705,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05
21,05/14/10,-128.6236616972403,-124.9999771838759,-2955748.713566336,-123.60647112057545,-124.8507491579487,-130.14044820003926,0.00012203555525047705,0.00014237481809686867,0.0001627140736673027,0.00022373184037860483,0.00014237481809686867,0.0001016962924040854,8.135703683365135e-05,0.0001016962924040854,0.0001830533292377368,0.0001627140736673027,0.0001627140736673027,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,0.00012203555525047705,0.0001016962924040854,0.00014237481809686867,2.0339259208412838e-05,0.0,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,6.101777762523852e-05,4.0678518416825675e-05,4.0678518416825675e-05
22,05/19/10,-40.971277345744205,-42.45792790339273,-91.57218631603759,-40.89936792543639,-42.50288744588639,-41.21007500483233,0.0001016962924040854,6.101777762523852e-05,0.0002033925848081708,6.101777762523852e-05,8.135703683365135e-05,6.101777762523852e-05,0.0001016962924040854,0.0001830533292377368,4.0678518416825675e-05,0.0,0.0001016962924040854,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,8.135703683365135e-05,8.135703683365135e-05,8.135703683365135e-05,0.0001016962924040854,0.0001016962924040854,6.101777762523852e-05,4.0678518416825675e-05,0.0001016962924040854,6.101777762523852e-05,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05,6.101777762523852e-05
23,05/25/10,-41.349194451577226,-44.06780544873969,-117.02898718725609,-40.42191651772905,-43.96310286020775,-41.38876733325353,4.0678518416825675e-05,0.0001016962924040854,0.0001627140736673027,4.0678518416825675e-05,0.0001016962924040854,8.135703683365135e-05,4.0678518416825675e-05,8.135703683365135e-05,6.101777762523852e-05,6.101777762523852e-05,0.00012203555525047705,6.101777762523852e-05,0.00014237481809686867,0.0001016962924040854,8.135703683365135e-05,4.0678518416825675e-05,0.0001016962924040854,0.00012203555525047705,4.0678518416825675e-05,6.101777762523852e-05,6.101777762523852e-05,0.0,8.135703683365135e-05,6.101777762523852e-05,6.101777762523852e-05,0.0,8.135703683365135e-05
24,05/26/10,-120.11840279665044,-110.07622812284767,-1896839.5981569286,-119.92805720608321,-110.34851471439757,-120.48410930389636,8.135703683365135e-05,6.101777762523852e-05,0.0002440711105009541,0.00012203555525047705,6.101777762523852e-05,6.101777762523852e-05,0.0,0.0001016962924040854,0.0001627140736673027,0.00014237481809686867,0.00014237481809686867,4.0678518416825675e-05,0.00014237481809686867,6.101777762523852e-05,6.101777762523852e-05,2.0339259208412838e-05,0.0001016962924040854,6.101777762523852e-05,8.135703683365135e-05,2.0339259208412838e-05,0.0,6.101777762523852e-05,0.00014237481809686867,4.0678518416825675e-05,6.101777762523852e-05,6.101777762523852e-05,8.135703683365135e-05
25,05/27/10,-42.763792085153256,-45.67267895945768,-126.61425870248388,-41.83781655517034,-45.542058519965764,-40.89986752422742,0.0001016962924040854,0.0001016962924040854,0.00012203555525047705,0.00014237481809686867,8.135703683365135e-05,0.0001830533292377368,0.0001016962924040854,8.135703683365135e-05,0.0001016962924040854,8.135703683365135e-05,6.101777762523852e-05,8.135703683365135e-05,0.0,8.135703683365135e-05,4.0678518416825675e-05,6.101777762523852e-05,8.135703683365135e-05,4.0678518416825675e-05,0.0001016962924040854,0.0,8.135703683365135e-05,4.0678518416825675e-05,0.00014237481809686867,6.101777762523852e-05,2.0339259208412838e-05,2.0339259208412838e-05,2.0339259208412838e-05
26,05/28/10,-119.72777769309941,-110.54251237246469,-1484414.3822371217,-120.64295491853065,-110.9115885990426,-121.17520587538492,4.0678518416825675e-05,0.0001016962924040854,0.0001627140736673027,0.0001627140736673027,6.101777762523852e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05,0.0001016962924040854,8.135703683365135e-05,4.0678518416825675e-05,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,8.135703683365135e-05,8.135703683365135e-05,0.0001016962924040854,0.0001627140736673027,6.101777762523852e-05,2.0339259208412838e-05,2.0339259208412838e-05,0.0001016962924040854,0.0001016962924040854,6.101777762523852e-05,0.0,2.0339259208412838e-05
27,06/01/10,-117.73585496006731,-109.60388902388154,-1501916.3829406449,-117.0095652030188,-109.75704784462309,-120.97745909341367,0.0001830533292377368,6.101777762523852e-05,0.00022373184037860483,0.0001627140736673027,6.101777762523852e-05,8.135703683365135e-05,6.101777762523852e-05,6.101777762523852e-05,8.135703683365135e-05,6.101777762523852e-05,0.0001627140736673027,2.0339259208412838e-05,6.101777762523852e-05,4.0678518416825675e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,0.0001016962924040854,0.00012203555525047705,0.0,0.0,2.0339259208412838e-05,0.0003050888772122562,6.101777762523852e-05,0.0001016962924040854,2.0339259208412838e-05,8.135703683365135e-05
28,06/07/10,-116.21571629307209,-108.5447214650332,-1194088.2533773624,-112.97642024435167,-108.58553821174749,-116.93846447876867,0.00026441036607138807,0.0001016962924040854,0.0001627140736673027,8.135703683365135e-05,8.135703683365135e-05,0.00014237481809686867,0.00012203555525047705,0.0001627140736673027,6.101777762523852e-05,6.101777762523852e-05,0.0001016962924040854,4.0678518416825675e-05,0.0001016962924040854,4.0678518416825675e-05,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05,6.101777762523852e-05,4.0678518416825675e-05,2.0339259208412838e-05,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,6.101777762523852e-05,0.00012203555525047705,6.101777762523852e-05,4.0678518416825675e-05
29,06/08/10,-44.63738538779988,-47.37719763850204,-152.2925024503259,-44.96758181270435,-47.38462987749042,-44.89445357333162,0.0001830533292377368,0.00012203555525047705,0.0001830533292377368,0.00014237481809686867,8.135703683365135e-05,6.101777762523852e-05,0.00012203555525047705,0.0003457673883531242,0.0001627140736673027,0.0001016962924040854,0.0001830533292377368,4.0678518416825675e-05,8.135703683365135e-05,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,0.0001627140736673027,6.101777762523852e-05,0.0001627140736673027,4.0678518416825675e-05,6.101777762523852e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05,6.101777762523852e-05,8.135703683365135e-05,2.0339259208412838e-05
30,06/10/10,-45.54945177333748,-48.055571423170484,-135.7258047635671,-45.72178397770004,-48.07546405650346,-45.04151055941937,6.101777762523852e-05,0.0001016962924040854,0.00012203555525047705,0.0001830533292377368,0.00012203555525047705,0.00014237481809686867,0.0001830533292377368,4.0678518416825675e-05,0.0001016962924040854,6.101777762523852e-05,0.00014237481809686867,2.0339259208412838e-05,0.0001830533292377368,0.00012203555525047705,8.135703683365135e-05,6.101777762523852e-05,0.00014237481809686867,8.135703683365135e-05,0.00012203555525047705,6.101777762523852e-05,4.0678518416825675e-05,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05,8.135703683365135e-05,0.0,6.101777762523852e-05
31,06/14/10,-46.695735657079084,-48.98709141619085,-109.68841541247154,-46.683223969614026,-49.01286663933783,-46.346051106867186,0.0001627140736673027,6.101777762523852e-05,2.0339259208412838e-05,0.0001627140736673027,2.0339259208412838e-05,0.00014237481809686867,6.101777762523852e-05,0.00014237481809686867,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,2.0339259208412838e-05,6.101777762523852e-05,4.0678518416825675e-05,6.101777762523852e-05,4.0678518416825675e-05,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,0.0,0.0,8.135703683365135e-05,0.00014237481809686867,4.0678518416825675e-05,8.135703683365135e-05
32,06/21/10,-112.29052744597385,-104.83554858926267,-1657424.2856127617,-109.41128519902384,-104.88154448872994,-110.20040162109215,0.00012203555525047705,2.0339259208412838e-05,0.0001016962924040854,8.135703683365135e-05,0.0001016962924040854,0.00014237481809686867,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,2.0339259208412838e-05,8.135703683365135e-05,0.0,6.101777762523852e-05,6.101777762523852e-05,4.0678518416825675e-05,4.0678518416825675e-05,8.135703683365135e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05,4.0678518416825675e-05,4.0678518416825675e-05,0.0,8.135703683365135e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05
33,06/28/10,-50.0985241005177,-52.602665163281955,-136.39643985413622,-50.6793588714684,-52.61293094145938,-49.53607909663486,0.00014237481809686867,8.135703683365135e-05,2.0339259208412838e-05,0.00012203555525047705,0.00014237481809686867,8.135703683365135e-05,6.101777762523852e-05,0.0001016962924040854,8.135703683365135e-05,2.0339259208412838e-05,0.0001016962924040854,4.0678518416825675e-05,8.135703683365135e-05,0.0001016962924040854,4.0678518416825675e-05,4.0678518416825675e-05,8.135703683365135e-05,2.0339259208412838e-05,4.0678518416825675e-05,0.0001016962924040854,6.101777762523852e-05,6.101777762523852e-05,2.0339259208412838e-05,2.0339259208412838e-05,6.101777762523852e-05,2.0339259208412838e-05,2.0339259208412838e-05
34,06/29/10,-107.47319648174782,-102.39220101195411,-1163669.9357122309,-104.31227775155743,-102.37336781207759,-107.40931006503668,0.00014237481809686867,0.00012203555525047705,0.0001627140736673027,0.00026441036607138807,6.101777762523852e-05,0.0001016962924040854,0.0,0.00012203555525047705,2.0339259208412838e-05,0.00012203555525047705,0.0001016962924040854,0.00012203555525047705,0.00012203555525047705,0.0001016962924040854,4.0678518416825675e-05,8.135703683365135e-05,0.0002033925848081708,8.135703683365135e-05,0.00014237481809686867,0.0001016962924040854,0.00012203555525047705,0.0,2.0339259208412838e-05,8.135703683365135e-05,8.135703683365135e-05,0.0,4.0678518416825675e-05
35,06/30/10,-50.50397098223049,-52.33349950536128,-158.88222618946617,-50.94618190975331,-52.32438359989292,-50.6563100235028,0.0001627140736673027,6.101777762523852e-05,0.00014237481809686867,0.00012203555525047705,4.0678518416825675e-05,0.00012203555525047705,0.0001627140736673027,4.0678518416825675e-05,0.00012203555525047705,8.135703683365135e-05,4.0678518416825675e-05,0.0,0.0,4.0678518416825675e-05,6.101777762523852e-05,0.0001016962924040854,0.0001016962924040854,8.135703683365135e-05,8.135703683365135e-05,0.0,6.101777762523852e-05,2.0339259208412838e-05,4.0678518416825675e-05,8.135703683365135e-05,4.0678518416825675e-05,4.0678518416825675e-05,4.0678518416825675e-05
36,07/01/10,-106.19073840489074,-102.51241652501689,-890162.8726775923,-103.6985694289752,-102.52150172698587,-104.72350448665146,8.135703683365135e-05,0.0002033925848081708,4.0678518416825675e-05,0.0001016962924040854,0.00012203555525047705,8.135703683365135e-05,0.00014237481809686867,6.101777762523852e-05,0.0001016962924040854,2.0339259208412838e-05,8.135703683365135e-05,4.0678518416825675e-05,4.0678518416825675e-05,6.101777762523852e-05,4.0678518416825675e-05,8.135703683365135e-05,0.0001016962924040854,8.135703683365135e-05,0.0002033925848081708,4.0678518416825675e-05,8.135703683365135e-05,4.0678518416825675e-05,2.0339259208412838e-05,2.0339259208412838e-05,2.0339259208412838e-05,2.0339259208412838e-05,4.0678518416825675e-05
37,07/06/10,-51.638637845473596,-52.69942588131939,-195.55664872275938,-51.94675050938417,-52.69649442089927,-52.081017848985695,0.0001627140736673027,0.00014237481809686867,0.00012203555525047705,0.0001830533292377368,0.0001016962924040854,8.135703683365135e-05,8.135703683365135e-05,0.0001016962924040854,8.135703683365135e-05,0.0001016962924040854,0.0002440711105009541,6.101777762523852e-05,8.135703683365135e-05,6.101777762523852e-05,0.0001016962924040854,0.0001016962924040854,0.00012203555525047705,8.135703683365135e-05,6.101777762523852e-05,2.0339259208412838e-05,2.0339259208412838e-05,2.0339259208412838e-05,4.0678518416825675e-05,4.0678518416825675e-05,4.0678518416825675e-05,2.0339259208412838e-05,0.0001016962924040854
38,07/08/10,-52.369373331014884,-52.70646149150157,-189.0332343102195,-52.52023188116355,-52.67331454585758,-53.12946278616563,6.101777762523852e-05,0.00014237481809686867,0.0001830533292377368,8.135703683365135e-05,2.0339259208412838e-05,0.00012203555525047705,0.0001627140736673027,0.00014237481809686867,6.101777762523852e-05,2.0339259208412838e-05,0.0001016962924040854,2.0339259208412838e-05,0.0001016962924040854,4.0678518416825675e-05,2.0339259208412838e-05,4.0678518416825675e-05,0.0001016962924040854,6.101777762523852e-05,6.101777762523852e-05,4.0678518416825675e-05,0.00012203555525047705,8.135703683365135e-05,8.135703683365135e-05,2.0339259208412838e-05,8.135703683365135e-05,0.0001016962924040854,6.101777762523852e-05
