,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.00012203555525047705,0.0001423748180968687,0.0001016962924040854,0.00022373184037860483,0.00012203555525047705,0.00016271407366730273,0.0001423748180968687,0.00018305332923773676,4.067851841682568e-05,4.067851841682568e-05,2.033925920841284e-05,2.033925920841284e-05,8.135703683365136e-05,6.101777762523852e-05,4.067851841682568e-05,6.101777762523852e-05,8.135703683365136e-05,0.0001016962924040854,0.0001423748180968687,4.067851841682568e-05,0.0001016962924040854,6.101777762523852e-05,0.0002440711105009541,8.135703683365136e-05,8.135703683365136e-05,4.067851841682568e-05,4.067851841682568e-05,2011-02-11
1,0.00018305332923773676,2.033925920841284e-05,0.00018305332923773676,0.0001016962924040854,8.135703683365136e-05,0.0001016962924040854,0.00012203555525047705,0.00012203555525047705,0.0001016962924040854,0.0001016962924040854,0.0001423748180968687,6.101777762523852e-05,8.135703683365136e-05,0.0001016962924040854,4.067851841682568e-05,0.0001016962924040854,8.135703683365136e-05,4.067851841682568e-05,0.0001016962924040854,4.067851841682568e-05,8.135703683365136e-05,0.0001423748180968687,8.135703683365136e-05,4.067851841682568e-05,8.135703683365136e-05,0.0,6.101777762523852e-05,2013-03-08
2,0.00012203555525047705,4.067851841682568e-05,0.0,0.00012203555525047705,0.0001016962924040854,0.00016271407366730273,0.0001016962924040854,8.135703683365136e-05,0.00012203555525047705,2.033925920841284e-05,8.135703683365136e-05,2.033925920841284e-05,0.0,0.0001016962924040854,6.101777762523852e-05,0.0,2.033925920841284e-05,0.0001016962924040854,0.0,4.067851841682568e-05,2.033925920841284e-05,8.135703683365136e-05,2.033925920841284e-05,8.135703683365136e-05,4.067851841682568e-05,6.101777762523852e-05,0.0001423748180968687,2011-11-28
3,0.00018305332923773676,2.033925920841284e-05,0.0002440711105009541,0.0001016962924040854,8.135703683365136e-05,0.0002033925848081708,0.0001016962924040854,6.101777762523852e-05,0.0001016962924040854,6.101777762523852e-05,0.0002644103660713881,8.135703683365136e-05,0.0001423748180968687,6.101777762523852e-05,0.00012203555525047705,8.135703683365136e-05,6.101777762523852e-05,6.101777762523852e-05,0.00016271407366730273,6.101777762523852e-05,2.033925920841284e-05,6.101777762523852e-05,4.067851841682568e-05,6.101777762523852e-05,6.101777762523852e-05,6.101777762523852e-05,8.135703683365136e-05,2010-12-24
4,0.0001423748180968687,0.0001423748180968687,8.135703683365136e-05,0.0002033925848081708,8.135703683365136e-05,6.101777762523852e-05,0.00016271407366730273,6.101777762523852e-05,8.135703683365136e-05,6.101777762523852e-05,8.135703683365136e-05,2.033925920841284e-05,2.033925920841284e-05,2.033925920841284e-05,8.135703683365136e-05,4.067851841682568e-05,8.135703683365136e-05,6.101777762523852e-05,0.0,4.067851841682568e-05,8.135703683365136e-05,2.033925920841284e-05,6.101777762523852e-05,4.067851841682568e-05,4.067851841682568e-05,2.033925920841284e-05,6.101777762523852e-05,2011-12-12
5,0.0001016962924040854,0.0001016962924040854,0.0001423748180968687,0.0001423748180968687,8.135703683365136e-05,0.00012203555525047705,0.0001016962924040854,0.0001423748180968687,8.135703683365136e-05,4.067851841682568e-05,4.067851841682568e-05,6.101777762523852e-05,6.101777762523852e-05,6.101777762523852e-05,4.067851841682568e-05,4.067851841682568e-05,0.00012203555525047705,4.067851841682568e-05,2.033925920841284e-05,4.067851841682568e-05,0.0,4.067851841682568e-05,2.033925920841284e-05,8.135703683365136e-05,8.135703683365136e-05,0.0001016962924040854,4.067851841682568e-05,2010-11-15
6,0.0002440711105009541,0.00012203555525047705,0.00012203555525047705,0.0001016962924040854,0.00018305332923773676,0.0001016962924040854,6.101777762523852e-05,6.101777762523852e-05,0.0001423748180968687,8.135703683365136e-05,0.0001423748180968687,0.00012203555525047705,0.00016271407366730273,4.067851841682568e-05,0.0001423748180968687,2.033925920841284e-05,0.0001016962924040854,8.135703683365136e-05,6.101777762523852e-05,0.0001016962924040854,0.0001016962924040854,8.135703683365136e-05,6.101777762523852e-05,8.135703683365136e-05,6.101777762523852e-05,2.033925920841284e-05,4.067851841682568e-05,2011-03-10
7,0.0001016962924040854,6.101777762523852e-05,0.0001423748180968687,4.067851841682568e-05,0.0001423748180968687,6.101777762523852e-05,6.101777762523852e-05,8.135703683365136e-05,0.00016271407366730273,0.0001016962924040854,4.067851841682568e-05,6.101777762523852e-05,0.0,6.101777762523852e-05,4.067851841682568e-05,0.00012203555525047705,0.00012203555525047705,6.101777762523852e-05,6.101777762523852e-05,2.033925920841284e-05,2.033925920841284e-05,4.067851841682568e-05,6.101777762523852e-05,0.00012203555525047705,8.135703683365136e-05,0.0,0.0,2012-05-04
8,0.0002033925848081708,2.033925920841284e-05,2.033925920841284e-05,0.00012203555525047705,2.033925920841284e-05,8.135703683365136e-05,0.0001016962924040854,6.101777762523852e-05,2.033925920841284e-05,6.101777762523852e-05,0.0001016962924040854,4.067851841682568e-05,8.135703683365136e-05,4.067851841682568e-05,2.033925920841284e-05,2.033925920841284e-05,0.0,0.0,8.135703683365136e-05,0.0001016962924040854,4.067851841682568e-05,4.067851841682568e-05,0.0,0.0001423748180968687,2.033925920841284e-05,2.033925920841284e-05,2.033925920841284e-05,2010-05-03
9,0.0002033925848081708,6.101777762523852e-05,2.033925920841284e-05,0.0,6.101777762523852e-05,2.033925920841284e-05,4.067851841682568e-05,6.101777762523852e-05,6.101777762523852e-05,4.067851841682568e-05,6.101777762523852e-05,2.033925920841284e-05,4.067851841682568e-05,8.135703683365136e-05,2.033925920841284e-05,2.033925920841284e-05,6.101777762523852e-05,6.101777762523852e-05,6.101777762523852e-05,0.00016271407366730273,0.0001016962924040854,0.00018305332923773676,4.067851841682568e-05,4.067851841682568e-05,0.0,0.0,4.067851841682568e-05,2018-12-11
