,Date,Headline,Alternate Headline,Link
0,2019-05-18,"
					 					 Bhatia vs Gangwal: IndiGo promoters' first right of refusal ends on Nov 9					 ",The two sides led by Rahul Bhatia and Rakesh Gangwal are discussing possible changes in shareholders' agreement,https://www.business-standard.com/article/companies/indigo-promoters-first-right-of-refusal-to-be-valid-till-november-9-119051701486_1.html
1,2019-05-18,"
					 					 Aircel lenders agree to take 99% haircut on dues worth Rs 20,000 crore					 ",Aircel admitted itself to the NCLT in Feb 2018 even as all its directors resigned just before the bankruptcy filing,https://www.business-standard.com/article/companies/aircel-lenders-agree-to-take-99-haircut-on-dues-worth-rs-20-000-crore-119051701501_1.html
2,2019-05-18,"
					 					 Sensex rises 537 points ahead of of exit poll outcome; Nifty ends at 11,407					 ",Experts are hoping for a continuity in the Narendra Modi regime,https://www.business-standard.com/article/markets/sensex-rises-537-points-ahead-of-of-exit-poll-outcome-nifty-ends-at-11-407-119051701460_1.html
3,2019-05-18,"
					 					 Will defend big businesses if treated unfairly, says Rahul Gandhi					 ","I guarantee that if Jawaharlal Nehru was alive in the 1990s, he would have liberalised the economy",https://www.business-standard.com/article/current-affairs/private-sector-is-the-backbone-of-the-country-says-rahul-gandhi-119051701455_1.html
4,2019-05-18,"
					 					 Modi takes no questions in press conference, says will return to power					 ","In his first press conference as PM, Modi doesn't take any questions",https://www.business-standard.com/article/elections/modi-takes-no-questions-in-press-conference-says-will-return-to-power-119051701432_1.html
5,2019-05-18,"
					 					 Spencer's Retail to fully buy out Nature's Basket in Rs 300-cr deal					 ",The move marks the RP-Sanjiv Goenka Group firm's second attempt to establish a toehold in the country's western region,https://www.business-standard.com/article/companies/spencer-s-retail-to-fully-buy-out-nature-s-basket-in-rs-300-cr-deal-119051701066_1.html
6,2019-05-18,"
					 					 Skilled immigrants only: US to replace green cards with Build America visa					 ","The biggest change his administration will make is to increase the proportion of highly-skilled immigration from 12 per cent to 57 per cent, Trump said",https://www.business-standard.com/article/pti-stories/trump-unveils-new-immigration-plan-proposes-to-replace-green-card-with-build-america-visa-119051700258_1.html
7,2019-05-18,"
					 					 Bharti Airtel's Rs 24,939-crore rights issue fully subscribed					 ",The bulk of the proceeds from the share issue will be used to repay debt and lower borrowing costs,https://www.business-standard.com/article/companies/bharti-airtel-s-rs-24-939-crore-rights-issue-fully-subscribed-119051800042_1.html
8,2019-05-18,"
					 					 In smaller cities, 45% people don't believe WhatsApp forwards: Survey					 ","A survey was conducted on 3,138 people, mostly youths",https://www.business-standard.com/article/companies/in-smaller-cities-45-people-don-t-believe-whatsapp-forwards-survey-119051800003_1.html
9,2019-05-18,"
					 					 HCL Technologies' growth strategy: Slow and steady wins the race					 ","Unlike its rivals, HCL has made a huge bet on selling products and platforms. It has acquired as many as nine companies since 2016",https://www.business-standard.com/article/companies/hcl-technologies-growth-strategy-slow-and-steady-wins-the-race-119051701554_1.html
10,2019-05-18,"
					 					 Jet Airways board dysfunctional as Etihad's nominee director quits					 ",Jet suspended operations on April 17,https://www.business-standard.com/article/companies/jet-airways-board-dysfunctional-as-etihad-s-nominee-director-quits-119051701546_1.html
11,2019-05-18,"
					 					 IndiGo Airlines: The story of two unlikely partners and their brainchild					 ","Some years ago Gangwal had reportedly said his relationship with Bhatia evolved in an amazing friendship, which he termed ""blind trust""",https://www.business-standard.com/article/companies/indigo-airlines-the-story-of-two-unlikely-partners-and-their-brainchild-119051701544_1.html
12,2019-05-18,"
					 					 Indian Oil Corp Q4 net profit rises 17% on inventory, exchange gains					 ","The rise in net profit is on account of inventory and exchange gains, said IOC Chairman Sanjiv Singh on Friday",https://www.business-standard.com/article/companies/indian-oil-corp-q4-net-profit-rises-17-on-inventory-exchange-gains-119051701545_1.html
13,2019-05-18,"
					 					 India is Nestle's fastest-growing key market, says Suresh Narayanan					 ",India unit CMD Suresh Narayanan says business is growing despite rural distress and inflationary pressure,https://www.business-standard.com/article/companies/india-is-nestle-s-fastest-growing-key-market-says-suresh-narayanan-119051701538_1.html
14,2019-05-18,"
					 					 IHCL, GIC strike Rs 4,000-crore deal to acquire premium hotels in India					 ","Analysts say partnership is a win-win for both, given the long gestation period in the sector",https://www.business-standard.com/article/companies/ihcl-gic-strike-rs-4-000-crore-deal-to-acquire-premium-hotels-in-india-119051701543_1.html
15,2019-05-18,"
					 					 How Bhushan Kumar made T-Series world's most subscribed YouTube channel					 ","Bhushan's single-minded dedication and passion has helped T-Series scale up from a music company to one of the biggest film studios, says Ankur Garg",https://www.business-standard.com/article/companies/how-bhushan-kumar-made-t-series-world-s-most-subscribed-youtube-channel-119051701370_1.html
16,2019-05-18,"
					 					 Delhi HC dismisses ShareChat copyright violation petition against Helo					 ","On October 30 last year, the High Court had ordered ByteDance, which owns Helo and popular short video app TikTok, to stop placing bids on 'ShareChat' as a keyword on Google's AdWords platform",https://www.business-standard.com/article/companies/delhi-hc-dismisses-sharechat-copyright-violation-petition-against-helo-119051701265_1.html
17,2019-05-18,"
					 					 Dr Reddy's: Some disappointment in Q4, but generics focus improves outlook					 ","Lower traction in US sales, sequential decline in other key geographies and subdued margin gains disappointed the Street",https://www.business-standard.com/article/companies/dr-reddy-s-some-disappointment-in-q4-but-generics-focus-improves-outlook-119051701243_1.html
18,2019-05-18,"
					 					 Union Bank's elevated credit costs, bad loans to hit capital position: S&P;					 ",Weak performance in FY19 on expected lines,https://www.business-standard.com/article/companies/union-bank-s-elevated-credit-costs-bad-loans-to-hit-capital-position-s-p-119051701176_1.html
19,2019-05-18,"
					 					 Dr Reddy's Q4 net up 44% to Rs 434 cr, annual profit doubles to Rs 1,879 cr					 ","Divestment of derma assets, lower operating costs helped firm post higher profit growth during the quarter",https://www.business-standard.com/article/companies/dr-reddy-s-q4-net-up-44-to-rs-434-cr-annual-profit-doubles-to-rs-1-879-cr-119051701196_1.html
20,2019-05-18,"
					 					 NCLAT annuls creditors' voting on NBCC's bid for Jaypee Infratech					 ",Appellate tribunal says Jaypee committee of creditors can renegotiate with NBCC if need be. Voting to resume on May 31.,https://www.business-standard.com/article/companies/nclat-annuls-creditors-voting-on-nbcc-s-bid-for-jaypee-infratech-119051701074_1.html
21,2019-05-18,"
					 					 Jubilant Life Sciences posts net loss of Rs 100.65 crore in March quarter					 ","Its consolidated total income during the fourth quarter ended March 31, 2019, stood at Rs 2,379 crore as compared to Rs 2,274.87 crore last year",https://www.business-standard.com/article/pti-stories/jubilant-life-sciences-q4-net-loss-at-rs-100-cr-119051701047_1.html
22,2019-05-18,"
					 					 Sundaram-Clayton to launch its first overseas plant at a cost of Rs 630 cr					 ",The unit is coming up in the United States and will serve the North American market; operations start in September 2019,https://www.business-standard.com/article/companies/sundaram-clayton-to-launch-its-first-overseas-plant-at-a-cost-of-rs-650-cr-119051701041_1.html
23,2019-05-18,"
					 					 Bajaj Auto Q4 consolidated net profit up 19.82% at Rs 1,408.49 cr					 ","The company had posted a consolidated net profit of Rs 1,175.47 crore in the year-ago period",https://www.business-standard.com/article/companies/bajaj-auto-q4-consolidated-net-profit-up-19-82-at-rs-1-408-49-cr-119051700685_1.html
24,2019-05-18,"
					 					 Nippon Life to buy 43% stake in Reliance MF for 70 billion yen: Nikkei					 ","RCap, a part of Anil Dhirubhai Ambani Group, has been looking to monetise its assets to address its debt-related problems",https://www.business-standard.com/article/companies/nippon-life-to-buy-43-stake-in-reliance-mf-for-70-billion-yen-nikkei-119051700633_1.html
25,2019-05-18,"
					 					 Realtors say ruling on delayed handover of flats not one-size-fits-all					 ",Homebuyers can now seek a refund if the hand-over of a flat is delayed by more than one year,https://www.business-standard.com/article/companies/realtors-say-ruling-on-delayed-handover-of-flats-not-one-size-fits-all-119051700475_1.html
26,2019-05-18,"
					 					 A transparent SOP to allocate Jet's foreign flying rights to airlines: Govt					 ",The airfares have risen dramatically on many international routes since Jet Airways suspended its operations on April 17,https://www.business-standard.com/article/pti-stories/will-create-transparent-sop-to-allocate-jet-airways-foreign-flying-rights-to-airlines-kharola-119051700428_1.html
27,2019-05-18,"
					 					 Silicon Valley IT firm sues US govt for denying H-1B visa to Indian					 ","The most sought-after visa has an annual numerical limit cap of 65,000 visas each fiscal year",https://www.business-standard.com/article/pti-stories/silicon-valley-based-it-firm-sues-us-govt-for-denying-h-1b-visa-to-indian-professional-119051700167_1.html
28,2019-05-18,"
					 					 Land, labour reforms to push India's economic growth, says N K Singh					 ",The 15th Finance Commission Chairman wants the next govt to focus on reforms to push economic growth,https://www.business-standard.com/article/economy-policy/land-labour-reforms-to-push-india-s-economic-growth-says-n-k-singh-119051701530_1.html
29,2019-05-18,"
					 					 NBFCs see no sign of liquidity crisis easing, await RBI's rescue act					 ",The recent rating downgrade of Reliance Home Finance has cast fresh doubt on the NBFC segment,https://www.business-standard.com/article/economy-policy/nbfcs-see-no-sign-of-liquidity-crisis-easing-await-rbi-s-rescue-act-119051701524_1.html
30,2019-05-18,"
					 					 India's apparel exports to UAE decline 33% on higher import duty					 ","India's overall exports of apparel or readymade garments were marginally lower at $16.1 billion, compared to $16.7 billion a year ago, according to data from the commerce ministry",https://www.business-standard.com/article/economy-policy/india-s-apparel-exports-to-uae-decline-33-on-higher-import-duty-119051701500_1.html
31,2019-05-18,"
					 					 Corporation Bank posts loss of Rs 6,581 crore for March quarter					 ","The bank, however has reported reduction in non-performing assets (NPAs).",https://www.business-standard.com/article/pti-stories/corporation-bank-posts-loss-of-rs-6-581-cr-in-q4-as-provisioning-doubles-119051701091_1.html
32,2019-05-18,"
					 					 Finding football's soul					 ","Top flight football in England is a global phenomenon, more than anywhere else in Europe, more indeed than any league in any sport",https://www.business-standard.com/article/beyond-business/finding-football-s-soul-119051800012_1.html
